sms_msg,sms_resDate,category,status
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 680명 입니다",2023.10.30 5:38,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 547명 입니다",2023.10.31 5:36,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 522명 입니다",2023.11.1 5:49,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 551명 입니다",2023.11.2 5:34,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 677명 입니다",2023.11.3 5:34,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 1,122명 입니다",2023.11.4 5:32,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 402명 입니다",2023.11.5 5:38,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 955명 입니다",2023.11.8 5:36,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20 이며, 탑승인원은 525명 입니다",2023.11.9 5:42,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40 이며, 탑승인원은 685명 입니다",2023.11.10 5:43,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 952명 입니다",2023.11.11 5:38,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 368명 입니다",2023.11.12 5:41,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 398명 입니다",2023.11.13 5:40,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 652명 입니다",2023.11.14 5:44,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40 이며, 탑승인원은 343명 입니다.",2023.11.15 5:55,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40 이며, 탑승인원은 380명 입니다.",2023.11.16 5:43,사람,입항 예정
대저해운 독도행 썬라이즈호는 금일부로 올해 독도운항을 마감하였습니다. 대저해운을 이용해 주셔서 대단히 감사합니다.,2023.11.16 15:19,선박,미정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:15 이며, 탑승인원은 425명 입니다.",2023.11.17 6:10,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10 이며, 탑승인원은 325명 입니다.",2023.11.19 5:14,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:55 이며, 탑승인원은 561명 입니다",2023.11.20 5:40,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 434명 입니다.",2023.11.21 5:37,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 333명 입니다.",2023.11.22 5:37,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 283명 입니다.",2023.11.23 5:44,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 711명 입니다.",2023.11.25 5:38,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 318명 입니다.",2023.11.26 5:36,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 502명 입니다.",2023.11.27 5:37,사람,입항 예정
[건영택배] 11월 30일(목요일) 울릉크루즈 오전 10시 출항인 관계로 오전 6:30분부터 오전 9시까지 당일택배 접수가능합니다. 감사합니다.,2023.11.28 17:32,사람,출항
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 14:30 이며, 탑승인원은 544명 입니다",2023.11.30 13:02,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 529명 입니다.",2023.12.2 6:08,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:15 이며, 탑승인원은 186명 입니다.",2023.12.3 6:07,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 336명 입니다.",2023.12.4 6:07,사람,입항 예정
[건영] 12월8일(금요일)~12월25일(월요일)까지 울릉크루즈 정기검사 및 공휴일 관계로 당일택배가 불가인 점 양해부탁드립니다. 정상적인 당일택배는 12월26일(화요일)부터 당일택배 접수가능합니다. 감사합니다.,2023.12.4 11:01,선박,미정
[건영] 12월8일(금요일)~12월25일(월요일)까지 울릉크루즈 정기검사 및 공휴일 관계로 당일택배가 불가인 점 양해부탁드립니다. 정상적인 당일택배는 12월26일(화요일)부터 당일택배 접수가능합니다. 감사합니다.,2023.12.4 12:21,선박,미정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 482명 입니다.",2023.12.5 6:01,사람,입항 예정
[건영] 12월8일(금요일)~12월25일(월요일)까지 울릉크루즈 정기검사 및 공휴일 관계로 당일택배가 불가인 점 양해부탁드립니다. 정상적인 당일택배는 12월26일(화요일)부터 당일택배 접수가능합니다. 감사합니다.,2023.12.5 8:14,선박,미정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 453명 입니다.",2023.12.6 6:08,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 331명 입니다.",2023.12.8 6:30,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항)입항 예정시간은 기상악화로 시간이 지연된 08:00 이며, 탑승인원은 414명 입니다.",2023.12.9 6:37,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 408명 입니다.",2023.12.10 6:04,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 577명 입니다.",2023.12.23 5:51,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 262명 입니다.",2023.12.24 6:08,사람,입항 예정
울릉크루즈에서 안내 말씀 드립니다. 차량 선적 시 스파이크 타이어 및 체인 장착 차량은 선적이 불가함을 안내드립니다.(체인 장착 차량은 현장에서 탈거 후 선적 가능 합니다.),2023.12.24 9:04,사람,미정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 176명 입니다.",2023.12.25 6:18,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 441명 입니다.",2023.12.26 6:16,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 463명 입니다.",2023.12.27 6:26,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 374명 입니다.",2023.12.28 6:00,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 304명 입니다.",2023.12.29 6:10,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 461명 입니다.",2023.12.30 6:02,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 753명 입니다.",2023.12.31 6:20,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 378명 입니다.",2024.1.2 6:04,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 276명 입니다.",2024.1.3 6:23,사람,입항 예정
울릉크루즈에서 안내 말씀 드립니다. 차량 선적 시 스파이크 타이어 및 체인 장착 차량은 선적이 불가함을 안내드립니다.(체인 장착 차량은 현장에서 탈거 후 선적 가능 합니다.),2024.1.3 12:41,사람,미정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 282명 입니다.",2024.1.4 6:01,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:50 이며, 탑승인원은 259명 입니다.",2024.1.5 6:08,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 299명 입니다.",2024.1.6 6:07,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 274명 입니다.",2024.1.7 5:46,사람,입항 예정
울릉크루즈에서 안내 말씀 드립니다. 차량 선적 시 스파이크 타이어 및 체인 장착 차량은 선적이 불가함을 안내드립니다.(체인 장착 차량은 현장에서 탈거 후 선적 가능 합니다.),2024.1.8 8:06,사람,미정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 458명 입니다.",2024.1.9 6:11,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 210명 입니다.",2024.1.10 6:04,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 331명 입니다.",2024.1.11 6:41,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 482명 입니다.",2024.1.13 6:31,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 437명 입니다.",2024.1.14 6:41,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 247명 입니다.",2024.1.15 6:36,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 345명 입니다",2024.1.16 7:01,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 350명 입니다",2024.1.17 6:45,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 301명 입니다",2024.1.18 6:41,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 287명 입니다",2024.1.19 6:32,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 464명 입니다",2024.1.20 6:32,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 423명 입니다",2024.1.22 6:35,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 559명 입니다",2024.1.26 6:42,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 640명 입니다",2024.1.27 6:37,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 304명 입니다",2024.1.28 6:36,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 427명 입니다",2024.1.29 6:32,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10 이며, 탑승인원은 404명 입니다",2024.2.1 6:30,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 08:20 이며, 탑승인원은 433명 입니다",2024.2.2 6:13,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10 이며, 탑승인원은 827명 입니다",2024.2.3 6:38,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 338명 입니다",2024.2.4 6:30,사람,입항 예정
[울릉크루즈]2월5일 새벽 사동항내 강한 돌풍이 예보되어 선박 이접안상 예인선 부족으로 안전운항을 위해 통제했습니다.,2024.2.4 11:46,사람,미정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 254명 입니다",2024.2.6 6:37,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 200명 입니다",2024.2.7 6:35,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 228명 입니다",2024.2.8 6:32,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 654명 입니다",2024.2.9 6:35,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 441명 입니다",2024.2.10 6:35,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 307명 입니다",2024.2.11 6:45,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 300명 입니다",2024.2.12 6:32,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 567명 입니다",2024.2.13 6:35,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 592명 입니다",2024.2.14 6:34,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:15 이며, 탑승인원은 464명 입니다",2024.2.15 5:59,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 911명 입니다",2024.2.17 6:34,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 446명 입니다.",2024.2.18 6:40,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30 이며, 탑승인원은 825명 입니다",2024.2.23 6:39,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 709명 입니다",2024.2.24 6:34,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 536명 입니다",2024.2.26 6:34,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 477명 입니다",2024.2.27 6:33,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 486명 입니다",2024.2.28 6:34,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20 이며, 탑승인원은 700명 입니다",2024.2.29 6:28,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10 이며, 탑승인원은 1,200명 입니다",2024.3.1 5:26,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10 이며, 탑승인원은 666명 입니다",2024.3.3 5:33,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 506명 입니다",2024.3.4 5:30,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 472명 입니다",2024.3.5 5:31,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:05 이며, 탑승인원은 366명 입니다",2024.3.6 5:35,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 257명 입니다",2024.3.7 5:39,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 327명 입니다",2024.3.8 5:30,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 439명 입니다",2024.3.9 5:37,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:15 이며, 탑승인원은 277명 입니다",2024.3.10 5:37,사람,입항 예정
"*정정* 금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:15 이며, 탑승인원은 277명 입니다",2024.3.10 5:37,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 633명 입니다",2024.3.11 5:34,사람,입항 예정
"(정정)금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 582명 입니다",2024.3.11 6:06,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 542명 입니다",2024.3.12 5:33,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 466명 입니다",2024.3.13 5:36,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 398명 입니다",2024.3.14 5:39,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 368명 입니다",2024.3.15 5:28,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 660명 입니다",2024.3.16 5:33,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 400명 입니다",2024.3.17 5:32,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 500명 입니다",2024.3.18 5:35,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 477명 입니다",2024.3.19 5:33,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 471명 입니다",2024.3.21 5:34,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 691명 입니다",2024.3.22 5:33,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 819명 입니다",2024.3.23 5:31,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 320명 입니다",2024.3.24 5:31,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 555명 입니다",2024.3.25 5:36,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 868명 입니다",2024.3.27 5:33,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 476명 입니다",2024.3.28 5:33,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 542명 입니다",2024.3.29 5:35,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:55 이며, 탑승인원은 1197명 입니다",2024.3.30 5:36,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50 이며, 탑승인원은 336명 입니다",2024.3.31 5:31,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35 이며, 탑승인원은 533명 입니다",2024.4.1 5:57,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30 이며, 탑승인원은 736명 입니다",2024.4.2 5:56,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40 이며, 탑승인원은 562명 입니다",2024.4.3 6:02,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00 이며, 탑승인원은 484명 입니다",2024.4.4 6:01,사람,입항 예정
금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40 입니다.,2024.4.5 6:02,사람,입항 예정
금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35 입니다.,2024.4.6 5:26,사람,입항 예정
금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40입니다,2024.4.7 5:51,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35 이며, 탑승인원은 508명 입니다",2024.4.8 5:32,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20이며, 탑승인원은 430명 입니다",2024.4.9 5:35,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 434명 입니다",2024.4.10 6:01,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 573명 입니다",2024.4.11 6:03,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 562명 입니다",2024.4.12 5:32,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 1194명 입니다",2024.4.13 5:24,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 515명 입니다",2024.4.14 5:14,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 790명 입니다",2024.4.15 5:05,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 865명 입니다",2024.4.16 5:13,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 479명 입니다",2024.4.17 5:30,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 734명 입니다",2024.4.18 5:41,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 670 명 입니다",2024.4.19 5:44,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 1.193 명 입니다.",2024.4.20 5:36,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 623 명 입니다.",2024.4.21 5:37,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 702 명 입니다.",2024.4.22 5:36,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 949명 입니다.",2024.4.23 5:46,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:45이며, 탑승인원은 795명 입니다.",2024.4.24 5:33,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 596명 입니다.",2024.4.25 5:46,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:45이며, 탑승인원은 900명 입니다.",2024.4.26 5:40,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 1175명 입니다.",2024.4.27 5:28,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 812명 입니다.",2024.4.28 5:27,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 956명 입니다.",2024.4.29 5:44,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40이며, 탑승인원은 677명 입니다.",2024.4.30 5:42,사람,입항 예정
엘도라도익스프레스호  포항→울릉 울릉주민 승선쿠폰 이벤트 진행(기간:24.5.1~8.31)자세한 내용은 대저페리 홈페이지를 참조하여 주시기 바랍니다.,2024.4.30 16:32,사람,미정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30이며, 탑승인원은 693명 입니다.",2024.5.1 5:59,사람,입항 예정
엘도라도익스프레스호 포항→울릉 울릉주민 승선쿠폰 이벤트 진행(기간:24.5.1~8.31)자세한 내용은 대저페리 홈페이지를 참조하여 주시기 바랍니다.,2024.5.1 16:48,사람,미정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30이며, 탑승인원은 815명 입니다.",2024.5.2 5:47,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30이며, 탑승인원은 706명 입니다.",2024.5.3 5:43,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30이며, 탑승인원은 1200명 입니다.",2024.5.4 5:24,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30이며, 탑승인원은 965명 입니다.",2024.5.5 5:25,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 16:30이며, 탑승인원은 423명 입니다.",2024.5.6 15:50,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 09:20이며, 탑승인원은 544명 입니다.",2024.5.7 7:17,사람,입항 예정
"정정 금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 09:20이며, 탑승인원은 544명 입니다.",2024.5.7 7:18,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:05이며, 탑승인원은 869명 입니다.",2024.5.8 5:53,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:45이며, 탑승인원은 866명 입니다.",2024.5.9 5:34,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35이며, 탑승인원은 611명 입니다.",2024.5.10 5:48,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 1134명 입니다.",2024.5.11 5:33,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 1003명 입니다.",2024.5.12 5:45,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 877명 입니다.",2024.5.13 6:03,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 546명 입니다.",2024.5.14 5:32,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 613명 입니다.",2024.5.15 5:36,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 804명 입니다.",2024.5.17 5:41,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1118명 입니다.",2024.5.18 5:25,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 773 명 입니다.",2024.5.19 5:30,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은  722명 입니다.",2024.5.20 5:53,사람,입항 예정
